"transaction_id","product_id","customer_id","transaction_date","online_order","order_status","brand","product_line","product_class","product_size","list_price","standard_cost","product_first_sold_date"
"801","21","1432",2017-10-09,FALSE,"Approved","WeareA2B","Touring","medium","medium",1466.68,363.25,3106449-12-26
"802","36","772",2017-12-28,FALSE,"Approved","Solex","Standard","low","medium",945.04,507.58,2245152-08-18
"803","67","398",2017-04-12,FALSE,"Approved","Norco Bicycles","Road","medium","medium",544.05,376.84,3095568-06-13
"804","12","475",2017-03-21,FALSE,"Approved","WeareA2B","Standard","medium","medium",1231.15,161.6,2993613-03-04
"805","34","1753",2017-01-22,FALSE,"Approved","WeareA2B","Standard","medium","medium",1231.15,161.6,2322269-08-12
"806","82","3028",2017-06-21,TRUE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,3546442-08-05
"807","12","3284",2017-02-17,TRUE,"Approved","WeareA2B","Standard","medium","medium",1231.15,161.6,2993613-03-04
"808","99","2158",2017-11-10,FALSE,"Approved","OHM Cycles","Standard","medium","medium",1227.34,770.89,2127821-04-08
"809","41","357",2017-07-27,FALSE,"Approved","Solex","Road","medium","medium",416.98,312.74,2365322-08-27
"810","47","1016",2017-08-16,TRUE,"Approved","Trek Bicycles","Road","low","small",1720.7,1531.42,3176943-06-05
"811","19","700",2017-07-10,TRUE,"Approved","OHM Cycles","Road","high","large",12.01,7.21,3387240-12-19
"812","42","2153",2017-07-13,FALSE,"Approved","OHM Cycles","Road","medium","small",1810,1610.9,3303500-06-10
"813","76","673",2017-01-26,FALSE,"Approved","WeareA2B","Standard","low","medium",642.31,513.85,1861223-08-06
"814","0","928",2017-07-24,FALSE,"Approved","Trek Bicycles","Road","medium","medium",290.62,215.14,2390634-01-21
"815","22","3421",2017-10-19,TRUE,"Approved","WeareA2B","Standard","medium","medium",60.34,45.26,4053380-04-24
"816","95","892",2017-09-08,TRUE,"Approved","Giant Bicycles","Standard","medium","large",569.56,528.43,2912711-04-23
"817","18","2672",2017-05-07,FALSE,"Approved","Solex","Standard","medium","medium",575.27,431.45,3733794-04-14
"818","98","2989",2017-03-22,FALSE,"Approved","OHM Cycles","Standard","medium","medium",795.34,101.58,2900646-12-29
"819","38","2306",2017-05-12,TRUE,"Approved","Trek Bicycles","Standard","medium","large",2091.47,388.92,3691687-06-19
"820","32","3467",2017-10-08,FALSE,"Approved","Giant Bicycles","Standard","medium","medium",642.7,211.37,2785681-03-07
"821","2","3091",2017-01-24,TRUE,"Approved","Solex","Standard","medium","medium",71.49,53.62,2861851-12-12
"822","45","995",2017-02-11,TRUE,"Approved","Solex","Standard","medium","medium",441.49,84.99,1967673-06-02
"823","51","56",2017-05-07,FALSE,"Approved","OHM Cycles","Standard","high","medium",2005.66,1203.4,2758004-03-24
"824","75","3256",2017-06-20,FALSE,"Approved","Giant Bicycles","Touring","medium","large",1873.97,863.95,3145718-02-22
"825","30","513",2017-01-03,TRUE,"Approved","Solex","Standard","high","medium",748.17,448.9,1890319-11-19
"826","2","1307",2017-09-20,FALSE,"Approved","Giant Bicycles","Road","low","small",590.26,525.33,2627425-10-11
"827","27","532",2017-08-03,TRUE,"Approved","Trek Bicycles","Standard","medium","medium",499.53,388.72,2548416-05-08
"828","36","1331",2017-04-10,FALSE,"Approved","Solex","Standard","low","medium",1289.85,74.51,3280081-06-23
"829","1","1060",2017-02-04,FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,3710138-10-08
"830","82","2509",2017-11-08,TRUE,"Approved","Norco Bicycles","Standard","high","medium",1148.64,689.18,3942199-05-21
"831","23","2524",2017-01-25,TRUE,"Approved","Norco Bicycles","Mountain","low","small",688.63,612.88,3186405-08-19
"832","16","98",2017-07-30,FALSE,"Approved","Norco Bicycles","Standard","high","small",1661.92,1479.11,2134917-12-03
"833","44","3175",2017-03-14,TRUE,"Approved","WeareA2B","Standard","medium","medium",1769.64,108.76,3574592-08-28
"834","88","1893",2017-10-23,FALSE,"Approved","Norco Bicycles","Standard","medium","medium",1198.46,381.1,2503707-06-05
"835","18","1477",2017-11-17,FALSE,"Approved","Solex","Standard","medium","medium",575.27,431.45,2035328-03-13
"836","46","40",2017-12-16,FALSE,"Approved","Solex","Standard","low","medium",1289.85,74.51,3280081-06-23
"837","76","1791",2017-03-11,FALSE,"Approved","WeareA2B","Standard","low","medium",642.31,513.85,2912474-10-01
"838","85","2288",2017-10-20,FALSE,"Approved","WeareA2B","Standard","medium","medium",1228.07,400.91,2627425-10-11
"839","54","1779",2017-01-03,FALSE,"Approved","WeareA2B","Standard","medium","medium",1292.84,13.44,3942199-05-21
"840","30","3263",2017-12-07,TRUE,"Approved","Solex","Standard","high","medium",748.17,448.9,1890319-11-19
"841","45","955",2017-01-16,TRUE,"Approved","Solex","Standard","medium","medium",441.49,84.99,2758004-03-24
"842","0","294",2017-09-06,TRUE,"Approved","Trek Bicycles","Road","medium","medium",533.51,400.13,2400096-04-05
"843","21","2783",2017-02-11,TRUE,"Approved","Solex","Standard","medium","large",1071.23,380.74,3984306-03-17
"844","40","3412",2017-07-09,NA,"Approved","OHM Cycles","Standard","high","medium",1458.17,874.9,2587211-05-26
"845","81","1003",2017-04-14,TRUE,"Approved","Solex","Standard","medium","medium",1151.96,649.49,2587211-05-26
"846","95","1051",2017-03-26,FALSE,"Approved","OHM Cycles","Touring","low","medium",1073.07,933.84,2503707-06-05
"847","54","183",2017-02-28,FALSE,"Approved","WeareA2B","Standard","medium","medium",1292.84,13.44,3395520-05-26
"848","38","959",2017-08-28,TRUE,"Approved","Solex","Standard","medium","medium",1577.53,826.51,3303500-06-10
"849","57","27",2017-07-18,TRUE,"Approved","WeareA2B","Touring","medium","large",1890.39,260.14,3923038-06-02
"850","93","2207",2017-02-08,FALSE,"Approved","WeareA2B","Standard","medium","medium",1065.03,230.09,2912711-04-23
"851","0","3086",2017-12-12,TRUE,"Approved","Norco Bicycles","Standard","medium","medium",360.4,270.3,4056692-02-01
"852","4","637",2017-09-28,FALSE,"Approved","Solex","Standard","medium","medium",1483.2,99.59,2503943-12-25
"853","56","1190",2017-08-21,FALSE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,2503943-12-25
"854","32","2177",2017-03-25,FALSE,"Approved","Giant Bicycles","Standard","medium","medium",642.7,211.37,2785681-03-07
"855","2","1671",2017-06-15,FALSE,"Approved","Solex","Standard","medium","medium",71.49,53.62,3601086-11-02
"856","0","2247",2017-02-12,FALSE,"Approved","Trek Bicycles","Standard","high","medium",495.72,297.43,4056692-02-01
"857","32","2344",2017-09-10,TRUE,"Approved","Giant Bicycles","Standard","medium","medium",642.7,211.37,2785681-03-07
"858","81","2440",2017-03-08,TRUE,"Cancelled","Norco Bicycles","Standard","medium","small",586.45,521.94,1861223-08-06
"859","40","967",2017-03-13,TRUE,"Approved","OHM Cycles","Standard","high","medium",1458.17,874.9,3303500-06-10
"860","78","467",2017-02-22,FALSE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,2988172-05-27
"861","16","2628",2017-07-10,TRUE,"Approved","Norco Bicycles","Standard","high","small",1661.92,1479.11,2134917-12-03
"862","92","71",2017-08-21,FALSE,"Approved","WeareA2B","Standard","medium","small",1415.01,1259.36,2833465-04-29
"863","100","2412",2017-03-07,TRUE,"Approved","Norco Bicycles","Road","medium","medium",1036.59,206.35,1845847-07-06
"864","95","565",2017-01-03,FALSE,"Approved","Giant Bicycles","Standard","medium","large",569.56,528.43,2912711-04-23
"865","56","1211",2017-01-23,FALSE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,1821009-03-21
"866","87","79",2017-11-13,FALSE,"Approved","Giant Bicycles","Standard","high","medium",1179,707.4,2390634-01-21
"867","45","1731",2017-04-14,FALSE,"Approved","Trek Bicycles","Road","low","medium",980.37,234.43,3003548-06-28
"868","88","2685",2017-06-15,FALSE,"Approved","Norco Bicycles","Standard","medium","medium",1198.46,381.1,2503707-06-05
"869","98","3187",2017-07-23,FALSE,"Approved","Trek Bicycles","Standard","high","medium",358.39,215.03,2942990-05-14
"870","19","3078",2017-01-19,TRUE,"Approved","OHM Cycles","Road","high","large",12.01,7.21,3387240-12-19
"871","38","3488",2017-10-22,FALSE,"Approved","Solex","Standard","medium","medium",1577.53,826.51,2365322-08-27
"872","68","1970",2017-07-24,FALSE,"Approved","OHM Cycles","Standard","medium","medium",1636.9,44.71,3512615-03-17
"873","78","3180",2017-05-17,TRUE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,3942199-05-21
"874","73","2054",2017-07-25,TRUE,"Approved","Solex","Standard","medium","medium",1945.43,333.18,3546442-08-05
"875","86","178",2017-10-21,TRUE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,2991247-08-15
"876","40","2341",2017-07-02,TRUE,"Approved","OHM Cycles","Standard","high","medium",1458.17,874.9,3852781-07-14
"877","7","1082",2017-11-13,TRUE,"Approved","Trek Bicycles","Road","low","medium",980.37,234.43,3106449-12-26
"878","1","1980",2017-06-06,TRUE,"Approved","Giant Bicycles","Touring","medium","large",1873.97,863.95,3942199-05-21
"879","3","2101",2017-11-09,TRUE,"Cancelled","Trek Bicycles","Standard","medium","large",2091.47,388.92,1821009-03-21
"880","45","1512",2017-03-18,TRUE,"Approved","Trek Bicycles","Road","low","medium",980.37,234.43,3003548-06-28
"881","43","1770",2017-11-20,FALSE,"Approved","Solex","Standard","medium","medium",1151.96,649.49,2587211-05-26
"882","66","1537",2017-05-11,TRUE,"Approved","Giant Bicycles","Road","low","small",590.26,525.33,3530829-12-14
"883","38","247",2017-09-09,FALSE,"Approved","Trek Bicycles","Standard","medium","large",2091.47,388.92,2861851-12-12
"884","51","257",2017-09-13,FALSE,"Approved","OHM Cycles","Standard","high","medium",2005.66,1203.4,2758004-03-24
"885","36","482",2017-02-23,TRUE,"Approved","Solex","Standard","low","medium",945.04,507.58,2245152-08-18
"886","8","1298",2017-02-24,TRUE,"Approved","Solex","Road","medium","small",1703.52,1516.13,3569151-11-22
"887","41","2448",2017-10-14,FALSE,"Approved","Norco Bicycles","Standard","low","medium",958.74,748.9,3106449-12-26
"888","55","461",2017-12-10,TRUE,"Approved","Trek Bicycles","Road","medium","large",1894.19,598.76,3958521-09-10
"889","87","3326",2017-08-14,FALSE,"Approved","OHM Cycles","Standard","medium","medium",1636.9,44.71,3145718-02-22
"890","100","2140",2017-02-01,TRUE,"Approved","Trek Bicycles","Standard","medium","small",1386.84,1234.29,2904195-04-27
"891","40","943",2017-09-09,TRUE,"Approved","OHM Cycles","Standard","high","medium",1458.17,874.9,3119933-08-19
"892","0","2384",2017-07-23,TRUE,"Approved","OHM Cycles","Standard","high","medium",227.88,136.73,3003548-06-28
"893","66","1978",2017-12-17,FALSE,"Cancelled","Giant Bicycles","Road","low","small",590.26,525.33,3530829-12-14
"894","6","2997",2017-06-29,TRUE,"Approved","OHM Cycles","Standard","high","medium",227.88,136.73,2861851-12-12
"895","39","2025",2017-02-16,FALSE,"Approved","Giant Bicycles","Standard","medium","large",1812.75,582.48,3119933-08-19
"896","53","43",2017-01-04,FALSE,"Approved","OHM Cycles","Standard","medium","medium",795.34,101.58,2344032-09-08
"897","46","1935",2017-10-02,TRUE,"Approved","Solex","Standard","low","medium",1289.85,74.51,3280081-06-23
"898","0","1710",2017-04-03,TRUE,"Approved","Norco Bicycles","Road","medium","medium",543.39,407.54,4053380-04-24
"899","96","1513",2017-07-30,TRUE,"Approved","WeareA2B","Road","low","small",1172.78,1043.77,2833465-04-29
"900","77","2567",2017-08-09,TRUE,"Approved","Norco Bicycles","Road","medium","large",1240.31,795.1,3546442-08-05
"901","59","3433",2017-02-09,FALSE,"Approved","Solex","Standard","medium","large",1061.56,733.58,2036510-12-22
"902","0","6",2017-05-21,FALSE,"Approved","Trek Bicycles","Standard","high","medium",358.39,215.03,1845847-07-06
"903","81","2688",2017-05-10,TRUE,"Approved","Norco Bicycles","Standard","medium","small",586.45,521.94,1861223-08-06
"904","67","3195",2017-04-02,FALSE,"Approved","Norco Bicycles","Road","medium","medium",544.05,376.84,3095568-06-13
"905","2","405",2017-10-12,FALSE,"Approved","Giant Bicycles","Road","low","small",590.26,525.33,1967673-06-02
"906","60","1060",2017-06-26,TRUE,"Approved","Giant Bicycles","Standard","high","small",1977.36,1759.85,3095568-06-13
"907","5","2684",2017-10-16,TRUE,"Approved","Trek Bicycles","Mountain","low","medium",574.64,459.71,1889610-03-20
"908","93","1853",2017-07-17,FALSE,"Approved","WeareA2B","Standard","medium","medium",1065.03,230.09,2127821-04-08
"909","27","399",2017-04-20,FALSE,"Approved","Trek Bicycles","Standard","medium","medium",499.53,388.72,2871077-08-06
"910","84","3285",2017-12-11,TRUE,"Approved","Trek Bicycles","Road","medium","medium",290.62,215.14,3940306-12-12
"911","36","2473",2017-05-11,TRUE,"Approved","Solex","Standard","low","medium",945.04,507.58,2365322-08-27
"912","89","3044",2017-02-19,TRUE,"Approved","WeareA2B","Touring","medium","large",1362.99,57.74,2014984-06-14
"913","93","367",2017-03-26,TRUE,"Approved","WeareA2B","Standard","medium","medium",1065.03,230.09,1845847-07-06
"914","85","2537",2017-10-29,TRUE,"Approved","WeareA2B","Standard","medium","medium",752.64,205.36,2854045-08-16
"915","39","2756",2017-03-16,NA,"Approved","Giant Bicycles","Standard","medium","large",1812.75,582.48,3495110-02-15
"916","76","1368",2017-02-27,TRUE,"Approved","WeareA2B","Standard","low","medium",642.31,513.85,3870286-08-13
"917","53","224",2017-11-15,TRUE,"Approved","OHM Cycles","Standard","medium","medium",795.34,101.58,2344032-09-08
"918","35","2281",2017-04-30,NA,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,4051487-11-15
"919","86","1405",2017-03-18,FALSE,"Approved","Norco Bicycles","Road","high","large",774.53,464.72,3119933-08-19
"920","78","2309",2017-01-26,TRUE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,2988172-05-27
"921","53","2734",2017-10-19,TRUE,"Approved","Giant Bicycles","Standard","high","medium",1274.93,764.96,3249565-11-11
"922","9","1527",2017-03-04,FALSE,"Approved","OHM Cycles","Road","medium","medium",742.54,667.4,1889610-03-20
"923","69","1181",2017-06-04,TRUE,"Approved","Giant Bicycles","Road","medium","medium",792.9,594.68,1967673-06-02
"924","2","295",2017-09-19,TRUE,"Approved","Solex","Standard","medium","medium",71.49,53.62,3710138-10-08
"925","86","1186",2017-09-14,TRUE,"Cancelled","OHM Cycles","Standard","medium","medium",235.63,125.07,3056536-11-05
"926","23","949",2017-04-17,TRUE,"Approved","Norco Bicycles","Mountain","low","small",688.63,612.88,2548416-05-08
"927","63","2378",2017-09-29,TRUE,"Approved","Solex","Standard","medium","medium",1483.2,99.59,2503943-12-25
"928","80","1363",2017-10-04,TRUE,"Approved","OHM Cycles","Touring","low","medium",1073.07,933.84,2340484-05-11
"929","24","2599",2017-11-07,TRUE,"Approved","Solex","Road","medium","large",1777.8,820.78,3574119-07-20
"930","0","907",2017-12-04,FALSE,"Approved","WeareA2B","Standard","medium","small",175.89,131.92,2344032-09-08
"931","4","1857",2017-07-27,FALSE,"Approved","Giant Bicycles","Standard","high","medium",1129.13,677.48,2245152-08-18
"932","50","2494",2017-08-04,TRUE,"Approved","Giant Bicycles","Standard","medium","medium",642.7,211.37,2785681-03-07
"933","79","508",2017-01-17,TRUE,"Approved","Norco Bicycles","Standard","medium","medium",1555.58,818.01,3733794-04-14
"934","78","2475",2017-07-10,TRUE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,2988172-05-27
"935","78","69",2017-06-05,FALSE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,2988172-05-27
"936","2","2545",2017-03-09,FALSE,"Approved","Solex","Standard","medium","medium",71.49,53.62,3691687-06-19
"937","35","1714",2017-07-19,FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,3601086-11-02
"938","56","1478",2017-12-11,TRUE,"Approved","Norco Bicycles","Mountain","low","small",688.63,612.88,2054016-01-21
"939","67","534",2017-01-19,TRUE,"Approved","Norco Bicycles","Road","medium","medium",544.05,376.84,3095568-06-13
"940","97","3197",2017-04-13,TRUE,"Approved","OHM Cycles","Road","medium","medium",742.54,667.4,1889610-03-20
"941","52","1072",2017-04-12,FALSE,"Approved","Solex","Road","medium","large",1777.8,820.78,2023500-06-10
"942","11","2505",2017-12-18,TRUE,"Approved","Trek Bicycles","Standard","medium","small",1775.81,1580.47,3487303-10-21
"943","48","2954",2017-04-08,FALSE,"Approved","WeareA2B","Standard","medium","medium",1762.96,950.52,3852781-07-14
"944","42","1278",2017-07-31,TRUE,"Approved","OHM Cycles","Road","medium","small",1810,1610.9,3303500-06-10
"945","83","3047",2017-04-13,FALSE,"Approved","Solex","Touring","medium","large",2083.94,675.03,2014984-06-14
"946","78","2097",2017-04-15,FALSE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,2988172-05-27
"947","38","729",2017-09-12,TRUE,"Approved","Solex","Standard","medium","medium",1577.53,826.51,2758004-03-24
"948","97","1601",2017-04-09,FALSE,"Approved","Solex","Standard","medium","large",202.62,151.96,3997080-03-08
"949","50","1724",2017-08-23,FALSE,"Approved","Giant Bicycles","Standard","medium","medium",642.7,211.37,2245152-08-18
"950","21","175",2017-10-16,FALSE,"Approved","Solex","Standard","medium","large",1071.23,380.74,2270700-08-03
"951","88","451",2017-04-17,FALSE,"Approved","Norco Bicycles","Standard","high","small",1661.92,1479.11,2134917-12-03
"952","0","2972",2017-01-15,FALSE,"Approved","Trek Bicycles","Road","medium","medium",290.62,215.14,3022709-06-17
"953","49","2481",2017-06-23,TRUE,"Approved","Trek Bicycles","Road","medium","medium",533.51,400.13,2758004-03-24
"954","39","273",2017-07-09,TRUE,"Approved","Giant Bicycles","Standard","medium","large",1812.75,582.48,3495110-02-15
"955","76","1650",2017-03-03,FALSE,"Approved","WeareA2B","Road","low","small",1172.78,1043.77,2833465-04-29
"956","40","152",2017-05-18,TRUE,"Approved","OHM Cycles","Standard","high","medium",1458.17,874.9,3119933-08-19
"957","12","2118",2017-08-14,FALSE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,2988172-05-27
"958","15","233",2017-12-13,TRUE,"Approved","Norco Bicycles","Standard","low","medium",958.74,748.9,3106449-12-26
"959","9","2758",2017-02-15,FALSE,"Approved","OHM Cycles","Road","medium","medium",742.54,667.4,1889610-03-20
"960","65","802",2017-03-18,FALSE,"Approved","WeareA2B","Standard","medium","medium",1807.45,778.69,3923038-06-02
"961","40","2924",2017-10-27,TRUE,"Approved","OHM Cycles","Standard","high","medium",1458.17,874.9,3176943-06-05
"962","21","3182",2017-05-25,FALSE,"Approved","Solex","Standard","medium","large",1071.23,380.74,2270700-08-03
"963","52","43",2017-10-30,TRUE,"Approved","OHM Cycles","Road","medium","medium",1280.28,829.51,2758004-03-24
"964","55","2142",2017-02-14,TRUE,"Approved","Trek Bicycles","Road","medium","large",1894.19,598.76,2900646-12-29
"965","50","82",2017-10-13,FALSE,"Approved","Giant Bicycles","Standard","medium","medium",642.7,211.37,2785681-03-07
"966","41","636",2017-11-30,TRUE,"Approved","Solex","Road","medium","medium",416.98,312.74,2365322-08-27
"967","45","1000",2017-06-26,TRUE,"Approved","Solex","Standard","medium","medium",441.49,84.99,2013092-01-05
"968","36","1138",2017-08-28,TRUE,"Approved","Solex","Standard","low","medium",945.04,507.58,2554803-05-05
"969","97","2979",2017-03-20,FALSE,"Approved","Solex","Standard","medium","large",202.62,151.96,3997080-03-08
"970","17","815",2017-07-11,FALSE,"Approved","Solex","Standard","high","medium",1024.66,614.8,2035328-03-13
"971","23","3273",2017-10-26,FALSE,"Approved","Norco Bicycles","Mountain","low","small",688.63,612.88,2013092-01-05
"972","5","316",2017-12-17,TRUE,"Approved","Trek Bicycles","Mountain","low","medium",574.64,459.71,2861851-12-12
"973","82","501",2017-07-01,TRUE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,3984306-03-17
"974","39","2860",2017-12-01,FALSE,"Approved","Giant Bicycles","Standard","medium","large",1812.75,582.48,3495110-02-15
"975","0","1904",2017-08-23,TRUE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,3056536-11-05
"976","63","1589",2017-01-10,FALSE,"Approved","Solex","Standard","medium","medium",1483.2,99.59,2993613-03-04
"977","52","1946",2017-07-14,TRUE,"Approved","OHM Cycles","Road","medium","medium",1280.28,829.51,2758004-03-24
"978","0","2210",2017-11-11,FALSE,"Approved","Norco Bicycles","Standard","low","medium",363.01,290.41,3056536-11-05
"979","18","2712",2017-08-21,TRUE,"Approved","Norco Bicycles","Standard","high","medium",1148.64,689.18,3778266-08-28
"980","56","3314",2017-03-22,TRUE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,3958521-09-10
"981","10","2195",2017-10-23,TRUE,"Approved","WeareA2B","Touring","medium","medium",1466.68,363.25,2322269-08-12
"982","3","147",2017-01-13,FALSE,"Approved","Trek Bicycles","Standard","medium","large",2091.47,388.92,3056536-11-05
"983","21","729",2017-12-29,FALSE,"Approved","Solex","Standard","medium","large",1071.23,380.74,1890319-11-19
"984","98","2403",2017-02-11,TRUE,"Approved","Trek Bicycles","Standard","high","medium",358.39,215.03,2942990-05-14
"985","55","2336",2017-08-17,TRUE,"Approved","Trek Bicycles","Road","medium","large",1894.19,598.76,2900646-12-29
"986","64","860",2017-05-28,FALSE,"Approved","Giant Bicycles","Standard","high","small",1977.36,1759.85,3095568-06-13
"987","37","2627",2017-11-27,TRUE,"Approved","OHM Cycles","Standard","low","medium",1793.43,248.82,3303500-06-10
"988","28","1193",2017-11-24,TRUE,"Approved","Solex","Road","medium","small",1703.52,1516.13,3569151-11-22
"989","64","499",2017-01-08,TRUE,"Approved","Trek Bicycles","Standard","medium","large",1469.44,596.55,3663300-11-05
"990","43","1015",2017-03-31,FALSE,"Approved","Solex","Standard","medium","medium",1151.96,649.49,2587211-05-26
"991","89","2957",2017-01-02,TRUE,"Approved","WeareA2B","Touring","medium","large",1362.99,57.74,2014984-06-14
"992","1","2001",2017-05-25,TRUE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,2666457-05-18
"993","15","662",2017-06-23,TRUE,"Approved","Norco Bicycles","Standard","low","medium",958.74,748.9,3106449-12-26
"994","53","640",2017-11-13,FALSE,"Approved","Giant Bicycles","Standard","high","medium",1274.93,764.96,2993613-03-04
"995","3","1558",2017-10-05,FALSE,"Approved","Trek Bicycles","Standard","medium","large",2091.47,388.92,3145718-02-22
"996","60","2572",2017-03-16,TRUE,"Approved","Giant Bicycles","Standard","high","small",1977.36,1759.85,3599904-01-24
"997","59","689",2017-09-19,FALSE,"Approved","WeareA2B","Standard","medium","small",1415.01,1259.36,1845847-07-06
"998","11","1041",2017-01-03,FALSE,"Approved","Giant Bicycles","Standard","high","medium",1274.93,764.96,3249565-11-11
"999","74","2217",2017-11-18,TRUE,"Approved","WeareA2B","Standard","medium","medium",1228.07,400.91,2627425-10-11
"1000","79","2492",2017-10-15,TRUE,"Approved","Solex","Touring","medium","large",2083.94,675.03,3778266-08-28
"1001","33","452",2017-12-06,TRUE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,3561818-09-06
"1002","52","906",2017-12-14,FALSE,"Approved","Solex","Road","medium","large",1777.8,820.78,1867374-01-11
"1003","93","841",2017-05-31,TRUE,"Approved","WeareA2B","Standard","medium","medium",1065.03,230.09,3249565-11-11
"1004","0","2254",2017-05-16,FALSE,"Cancelled",NA,NA,NA,NA,205.84,NA,NA
"1005","10","2850",2017-06-10,FALSE,"Approved","WeareA2B","Touring","medium","medium",1466.68,363.25,3106449-12-26
"1006","24","495",2017-07-29,FALSE,"Approved","Solex","Road","medium","large",1777.8,820.78,4053380-04-24
"1007","53","1617",2017-12-04,FALSE,"Approved","OHM Cycles","Standard","medium","medium",795.34,101.58,2344032-09-08
"1008","80","1639",2017-04-12,FALSE,"Approved","OHM Cycles","Touring","low","medium",1073.07,933.84,1861223-08-06
"1009","5","2897",2017-08-24,FALSE,"Approved","Trek Bicycles","Mountain","low","medium",574.64,459.71,3601086-11-02
"1010","84","1731",2017-05-23,TRUE,"Approved","Giant Bicycles","Road","medium","medium",792.9,594.68,4056692-02-01
"1011","88","2057",2017-06-05,TRUE,"Approved","Norco Bicycles","Standard","medium","medium",1198.46,381.1,2666457-05-18
"1012","55","1468",2017-07-29,FALSE,"Approved","Trek Bicycles","Road","medium","large",1894.19,598.76,2900646-12-29
"1013","64","233",2017-05-29,TRUE,"Approved","Trek Bicycles","Standard","medium","large",1469.44,596.55,3663300-11-05
"1014","68","50",2017-04-27,TRUE,"Approved","OHM Cycles","Standard","medium","medium",1636.9,44.71,2627425-10-11
"1015","35","2369",2017-12-29,TRUE,"Approved","Trek Bicycles","Standard","low","medium",1057.51,154.4,3303500-06-10
"1016","41","3093",2017-05-17,FALSE,"Approved","Norco Bicycles","Standard","low","medium",958.74,748.9,2270700-08-03
"1017","17","320",2017-02-16,TRUE,"Approved","Solex","Standard","high","medium",1024.66,614.8,2322269-08-12
"1018","43","1910",2017-12-13,FALSE,"Approved","Norco Bicycles","Standard","medium","medium",1555.58,818.01,2991247-08-15
"1019","88","99",2017-09-04,FALSE,"Approved","Norco Bicycles","Standard","medium","medium",1198.46,381.1,2503707-06-05
"1020","4","1102",2017-02-28,TRUE,"Approved","Giant Bicycles","Standard","high","medium",1129.13,677.48,2871077-08-06
"1021","52","482",2017-01-26,FALSE,"Approved","OHM Cycles","Road","medium","medium",1280.28,829.51,2758004-03-24
"1022","44","2401",2017-12-08,TRUE,"Approved","WeareA2B","Standard","medium","medium",1769.64,108.76,3574592-08-28
"1023","23","1395",2017-10-04,TRUE,"Approved","Norco Bicycles","Standard","medium","medium",1198.46,381.1,2666457-05-18
"1024","25","437",2017-07-12,TRUE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,2548416-05-08
"1025","45","2826",2017-10-25,FALSE,"Approved","Solex","Standard","medium","medium",441.49,84.99,2013092-01-05
"1026","48","1184",2017-02-22,TRUE,"Approved","WeareA2B","Standard","medium","medium",1762.96,950.52,3852781-07-14
"1027","93","2032",2017-06-23,FALSE,"Approved","WeareA2B","Standard","medium","medium",1065.03,230.09,2942990-05-14
"1028","80","2349",2017-07-25,FALSE,"Approved","Trek Bicycles","Standard","medium","large",1469.44,596.55,3663300-11-05
"1029","17","135",2017-01-09,FALSE,"Approved","Solex","Standard","high","medium",1024.66,614.8,2322269-08-12
"1030","49","2438",2017-12-03,FALSE,"Approved","Trek Bicycles","Road","medium","medium",533.51,400.13,2344032-09-08
"1031","12","160",2017-09-28,FALSE,"Approved","WeareA2B","Standard","medium","medium",1231.15,161.6,2993613-03-04
"1032","11","818",2017-10-25,TRUE,"Approved","Giant Bicycles","Standard","high","medium",1274.93,764.96,3249565-11-11
"1033","49","934",2017-12-30,FALSE,"Approved","Trek Bicycles","Road","medium","medium",533.51,400.13,2400096-04-05
"1034","16","470",2017-03-17,FALSE,"Approved","Norco Bicycles","Standard","high","small",1661.92,1479.11,2134917-12-03
"1035","0","667",2017-01-07,FALSE,"Approved","Solex","Standard","medium","medium",71.49,53.62,3691687-06-19
"1036","7","419",2017-09-15,FALSE,"Approved","Trek Bicycles","Road","low","medium",980.37,234.43,3003548-06-28
"1037","81","2100",2017-12-12,FALSE,"Approved","Norco Bicycles","Standard","medium","small",586.45,521.94,1861223-08-06
"1038","88","2426",2017-08-31,TRUE,"Approved","Norco Bicycles","Standard","medium","medium",1198.46,381.1,2666457-05-18
"1040","38","2384",2017-05-08,TRUE,"Approved","Trek Bicycles","Standard","medium","large",2091.47,388.92,3249565-11-11
